time_ns;time_s;Length;avg_time;std_time;avg_length;std_length
16459314500;16,4593145;15,12561586;;;;
16284197400;16,2841974;15,11743261;;;;
15751064900;15,7510649;14,75058392;;;;
16069771300;16,0697713;15,22524619;;;;
16208246700;16,2082467;14,99444051;;;;
15237447700;15,2374477;15,26813749;;;;
15674829000;15,674829;14,71663754;;;;
15648528400;15,6485284;15,62243352;;;;
15483456800;15,4834568;15,08643185;;;;
16925830900;16,9258309;14,91283069;;;;
16026690000;16,02669;14,78534618;;;;
15405986900;15,4059869;15,31101276;;;;
15821480700;15,8214807;15,6764905;;;;
16655048900;16,6550489;15,42388165;;;;
17057157400;17,0571574;15,82453615;;;;
16176947400;16,1769474;15,23896604;;;;
16080071800;16,0800718;15,50737053;;;;
16423194600;16,4231946;14,6685309;;;;
17246823700;17,2468237;15,15228532;;;;
16196643700;16,1966437;15,38653909;;;;
15958061000;15,958061;15,30300778;;;;
15303970200;15,3039702;15,01085032;;;;
15633348400;15,6333484;14,60182829;;;;
16851991800;16,8519918;14,97096214;;;;
15286690100;15,2866901;15,82591865;;;;
16169359700;16,1693597;15,43739153;;;;
16319977100;16,3199771;15,50342164;;;;
16275974800;16,2759748;14,85078036;;;;
16263537200;16,2635372;15,84389549;;;;
17030163400;17,0301634;14,91076271;;;;
17464281400;17,4642814;15,29501963;;;;
15730930400;15,7309304;14,86954215;;;;
17020482200;17,0204822;15,15272664;;;;
16380946800;16,3809468;15,51450704;;;;
17141258700;17,1412587;15,07454733;;;;
15883878700;15,8838787;15,12552344;;;;
15984586200;15,9845862;14,48848328;;;;
16533441300;16,5334413;15,82151182;;;;
17230253700;17,2302537;15,02551051;;;;
16629209900;16,6292099;14,32107493;;;;
16505905000;16,505905;15,3063682;;;;
15057411500;15,0574115;14,78666322;;;;
16527212800;16,5272128;14,68724932;;;;
16703673700;16,7036737;15,34101557;;;;
17043737200;17,0437372;14,73871402;;;;
16908011700;16,9080117;15,09718022;;;;
17118359100;17,1183591;14,63111096;;;;
16277689900;16,2776899;14,59008794;;;;
15602483100;15,6024831;15,71515466;;;;
16880427500;16,8804275;15,30699361;;;;
16566977900;16,5669779;15,17961771;;;;
16409621500;16,4096215;15,34409328;;;;
16530922900;16,5309229;15,47852973;;;;
16720004200;16,7200042;16,41907893;;;;
17182666100;17,1826661;14,86822436;;;;
16802249200;16,8022492;15,06606781;;;;
15624913700;15,6249137;15,49662856;;;;
16314608100;16,3146081;15,04182035;;;;
16766279900;16,7662799;15,11736688;;;;
16715463300;16,7154633;nan;;;;
16892041200;16,8920412;15,12791205;;;;
16182885100;16,1828851;14,93078063;;;;
16041841200;16,0418412;15,26393088;;;;
16402349300;16,4023493;16,38677346;;;;
17907611200;17,9076112;15,20455549;;;;
15849720600;15,8497206;15,12237986;;;;
16073927900;16,0739279;15,44631991;;;;
15382762000;15,382762;14,4211997;;;;
16075707300;16,0757073;14,82263553;;;;
15753144800;15,7531448;14,82733898;;;;
16646038600;16,6460386;15,35612222;;;;
16019287700;16,0192877;15,11730674;;;;
17065340200;17,0653402;15,29434202;;;;
16780060600;16,7800606;15,42574676;;;;
16345885500;16,3458855;15,20854309;;;;
16362993300;16,3629933;15,11772622;;;;
16618162100;16,6181621;15,04242467;;;;
16745759300;16,7457593;15,58963775;;;;
15834158300;15,8341583;15,12252742;;;;
15335300400;15,3353004;14,77665968;;;;
16007588600;16,0075886;15,30309623;;;;
17156016500;17,1560165;15,00484118;;;;
17250430400;17,2504304;16,258481;;;;
16353931700;16,3539317;14,22187995;;;;
16285302900;16,2853029;14,28754344;;;;
16435365100;16,4353651;15,14430888;;;;
15433019400;15,4330194;14,6083922;;;;
16228832600;16,2288326;15,50677955;;;;
15602822300;15,6028223;15;;;;
16186040800;16,1860408;16,12804204;;;;
15301464500;15,3014645;14,71907349;;;;
16559958300;16,5599583;15,24522137;;;;
17530759000;17,530759;14,7663867;;;;
17467975800;17,4679758;nan;;;;
15495668300;15,4956683;14,35886022;;;;
16284821000;16,284821;15,13187115;;;;
16232860300;16,2328603;14,53136117;;;;
15213479900;15,2134799;15,17480822;;;;
16472958700;16,4729587;14,90227783;;;;
17439895100;17,4398951;14,89477401;;;;
;;;;;;
;16,33437862;15,1402739;;;;
;0,609610322;0,425079676;;;;
;;2;;;;
